MasterCatalogName,CatalogName,ProductCode,IsActive,IsContentOverridden,IsPriceOverridden,IsSEOOverridden,CategoryCodes,ProductName,Price,SalePrice,MSRP,MAP,MAPEffectiveStartDate,MAPEffectiveEndDate,ProductShortDescription,ContentFullProductDescription,SEOMetaTagTitle,SEOMetaTagDescription,SEOMetaTagKeywords,SEOFriendlyURL
Mystic_Dev,Mystic_Dev,HikeJack_007,Yes,No,No,Yes,ClothesShoes,ThermoBall Cardigan Insulated Jacket - Women's,199.0000,,,,,,"Not all puffy jackets are created equal. The compressible ThermoBall Cardigan by The North Face has compressible insulation for warm, active performance and a snap-off hood for versatile styling.","•	PrimaLoftˊ ThermoBall™ synthetic insulation mimics the warmth of 600-fill-power down, yet insulates even when wet&nbsp;<div>•	Durable water repellent (DWR) finish fends off light rain&nbsp;</div><div>•	Removable, snap-off hood lets you convert the jacket to a collarless silhouette&nbsp;</div><div>•	Covered, center-front snap placket&nbsp;</div><div>•	Zippered handwarmer pockets
</div>",,"•	PrimaLoftˊ ThermoBall™ synthetic insulation mimics the warmth of 600-fill-power down, yet insulates even when wet •	Durable water repellent (DWR) finish fends off light rain •	Removable, snap-off hood lets you convert the jacket to a collarless silhouette •	Covered, center-front snap placket •	Zippered handwarmer pockets",,thermoball-cardigan-insulated-jacket-women-s
Mystic_Dev,Mystic_Dev,HikeJack_006,Yes,No,No,Yes,ClothesShoes,PreCip Rain Jacket - Men's,100.0000,,,,,,"Don't just beat the rain; enjoy it with the men's Marmot PreCip Rain Jacket. New Marmot NanoPro™ fabric is waterproof, windproof and more breathable than ever before.","•	NanoPro fabric is 43% more breathable than the previous Precis technology, keeping you drier and more comfortable&nbsp;<div>•	Jacket is lightweight, durable and compressible; 100% taped seams help seal out the elements&nbsp;</div><div>•	Hood design with peripheral cord adjustment accommodates full visibility&nbsp;</div><div>•	DriClime® chin guard wicks away moisture and is soft against skin&nbsp;</div><div>•	Pit zips let you release excess heat build-up quickly and circulate fresh air when you're hiking hard&nbsp;</div><div>•	Angel-Wing Movement™ allows full range of arm motion and prevents jacket from riding up when arms are raised&nbsp;</div><div>•	Drawcord hem; hook-and-loop cuff adjustments
</div>",,"•	NanoPro fabric is 43% more breathable than the previous Precis technology, keeping you drier and more comfortable •	Jacket is lightweight, durable and compressible; 100% taped seams help seal out the elements •	Hood design with peripheral cord adjustment accommodates full visibility •	DriClime® chin guard wicks away moisture and is soft against skin •	Pit zips let you release excess heat build-up quickly and circulate fresh air when you're hiking hard •	Angel-Wing Movement™ allows full range of arm motion and prevents jacket from riding up when arms are raised •	Drawcord hem; hook-and-loop cuff adjustments",,precip-rain-jacket-men-s
Mystic_Dev,Mystic_Dev,HikeJack_005,Yes,No,No,Yes,ClothesShoes,Leonidas 2 Rain Jacket - Men's,199.0000,,,,,,Persevere through wet conditions in remote locations with the help of The North Face Leonidas 2 rain jacket. 4-way stretch makes this jacket a comfortable alpine workhorse.,"•	DryVent™ 2.5-layer waterproof/breathable shell fabric with sealed seams keeps wind and water out&nbsp;<div>•	Exposed, polyurethane Vislon® center-front zipper&nbsp;</div><div>•	Pit-zip vents release warm, moist air&nbsp;</div><div>•	Hood with back vent adjusts for a custom fit&nbsp;</div><div>•	Hook-and-loop adjustable cuff tabs and hem cinch cord help seal out cold drafts&nbsp;</div><div>•	Zippered polyurethane hand pockets&nbsp;</div><div>•	Active fit
</div>",,"•	DryVent™ 2.5-layer waterproof/breathable shell fabric with sealed seams keeps wind and water out •	Exposed, polyurethane Vislon® center-front zipper •	Pit-zip vents release warm, moist air •	Hood with back vent adjusts for a custom fit •	Hook-and-loop adjustable cuff tabs and hem cinch cord help seal out cold drafts •	Zippered polyurethane hand pockets •	Active fit",,leonidas-2-rain-jacket-men-s
Mystic_Dev,Mystic_Dev,HikeJack_004,Yes,No,No,Yes,ClothesShoes,Gordon Lyons 1/4 Zip Fleece Pullover - Men's,80.0000,,,,,,"The Gordon Lyons 1/4-Zip sweater fleece pullover provides a stylish layer with a superior warmth-to-weight ratio for your next excursion, whether it's on the trail or around town.","•	Sweater fleece knit with brushed inner fleece is cozy and durable&nbsp;<div>•	Secure-zip chest pocket holds small essentials&nbsp;</div><div>•	Relaxed fit
</div>",,•	Sweater fleece knit with brushed inner fleece is cozy and durable •	Secure-zip chest pocket holds small essentials •	Relaxed fit,,gordon-lyons-1-4-zip-fleece-pullover-men-s
Mystic_Dev,Mystic_Dev,HikeJack_003,Yes,No,No,Yes,ClothesShoes,Ghost Whisperer Hooded Down Jacket - Men's,350.0000,,,,,,"Weighing just 8 oz., the Mountain Hardwear Ghost Whisperer Hooded Down Jacket hugs you in 800-fill-power goose down for a warm, highly compressible, lightweight layer.",•	Q.Shield™ Down resists moisture and retains maximum loft even when wet&nbsp;<div>•	Low-profile quilting holds down in place&nbsp;</div><div>•	Zip hand pockets&nbsp;</div><div>•	Hem has an interior toggle&nbsp;</div><div>•	Stow pocket has a loop so you can clip the jacket to your harness&nbsp;</div><div>• Soft knit inner cuffs have elastic binding to snug in warmth</div>,,•	Q.Shield™ Down resists moisture and retains maximum loft even when wet •	Low-profile quilting holds down in place •	Zip hand pockets •	Hem has an interior toggle •	Stow pocket has a loop so you can clip the jacket to your harness • Soft knit inner cuffs have elastic binding to snug in warmth,,ghost-whisperer-hooded-down-jacket-men-s
Mystic_Dev,Mystic_Dev,Hammock_008,Yes,No,No,No,SleepingFoundation,Explorer Ultralight Asym Zip Hammock,280.0000,,,,,,"At 10 ft. long, the Explorer Ultralite Asym Classic from Hennessy Hammock was designed for anyone under 250 lbs. or more than 6 ft. tall—you get more comfort without the weight","<ul><li>Patented asymmetrical shape is designed with a diagonal axis making the hammock feel longer with a wider sweet spot of comfort&nbsp;</li><li>Patented, easy entry through the bottom--automatically snaps shut behind you as weight tensions the entrance; seals with VELCRO® brand closure&nbsp;</li><li>Patented integral ridgeline maintains the same comfortable shape to keep your back straight and level when resting on the diagonal&nbsp;</li><li>Patented ''never-tip'' center balance design eliminates instability by entering from the center instead of flipping over the side&nbsp;</li><li>No-see-um mesh provides excellent insect protection and ventilation, and will deflect wind to provide a calm space inside&nbsp;</li><li>Silicone-impregnated nylon rainfly may be tilted to any angle, rolled up above, removed or used separately; large rainfly provides good coverage
Nifty gear pocket slides on the ridgeline and stores out of sight behind your head&nbsp;</li><li>Suspension system includes 10 ft. long, 1500 lb. test polyester-covered Spectra ropes
Complementary polyester webbing straps are provided to protect the tender bark of trees and provide greater span for the ropes&nbsp;</li><li>Ultralight Asym Classic hammock folds into an open-air lounger/chair or can be used on the ground as a tent when paired with your hiking poles<br></li></ul>",,,,
Mystic_Dev,Mystic_Dev,Hammock_007,Yes,No,No,No,SleepingFoundation,LED DoubleNest Hammock,100.0000,,,,,,"Who needs a room for two when you've got the Eagle Nest Outfitters DoubleNest LED Hammock? Well, the answer is—you don't. Designed to accommodate two people or up to 400-pounds, the DoubleNest features a tough, breathable, and quick-drying nylon construction, while the triple-stitched seams offer longevity and durability. Additionally, the DoubleNest features an integrated LED lighting system that provides jazzy ambiance lighting, making it ideal for festivals or group camping. The LED lighting system offers 72-hours worth of brightness and is powered by three, AAA batteries (not included).","<ul><li>Integrated LED light strand has high, low and strobe settings&nbsp;</li><li>Packs up to the size of a grapefruit&nbsp;</li><li>High-strength, breathable 70-denier nylon taffeta and triple interlocking stitching holds up to use and abuse&nbsp;</li><li>Lightweight aluminum wiregate carabiners can be clipped to any solid anchor points; compatible with most hammock suspension systems (suspension system sold separately)&nbsp;</li><li>Maximum capacity of 400 lbs.&nbsp;</li><li>Hammock includes a built-in stuff sack&nbsp;</li><li>Please note: ENO uses all fabric remnants in the production of their hammocks so the color combination of the hammock you receive may vary slightly from the picture<br></li></ul>",,,,
Mystic_Dev,Mystic_Dev,Hammock_006,Yes,No,No,No,SleepingFoundation,Double Deluxe Hammock,85.0000,,,,,,"Hanging out with your honey has never been so literal until you both climb inside the Eagles Nest Outfitters Double Deluxe Hammock and drift off to sleep with the soft nylon cradling you all night. Even if you're not sleeping in the wilderness, this two-person hammock holds up to 400 pounds with its strong, breathable nylon fabric. All you need is two trees (or other worthy anchors) and a strong rope (sold separately) to create a super comfortable bed for two that's off the wet, buggy ground. Strong, interlocking stitching and nautical grade lines ensure security and durability no matter how much you toss and turn throughout the night.","<ul><li>High-strength, breathable 70-denier nylon taffeta and triple interlocking stitching hold up to use and abuse&nbsp;</li><li>Packing up to 4.5 x 6 in., backpackers, world travelers and beach-goers are sure to appreciate the travel-friendly versatility&nbsp;</li><li>Lightweight aluminum wiregate carabiners can be clipped to any solid anchor points; compatible with most hammock suspension systems (suspension system sold separately)&nbsp;<br></li><li>Maximum capacity of 400 lbs.</li><li>ENO Double Deluxe hammock includes a built-in stuff sack</li><li>Please note: ENO uses all fabric remnants in the production of their hammocks so the color combination of the hammock you receive may vary slightly from the picture<br></li></ul>",,,,
Mystic_Dev,Mystic_Dev,Hammock_005,Yes,No,No,No,SleepingFoundation,Ember 2 Hammock,100.0000,,,,,,"Don't leave your favorite hammock at home just because of cold temps. The Eagle's Nest Outfitters Ember 2 Underquilt surrounds your hammock to protect you from the cold air surrounding you. It has a universal fit that makes it compatible with any backpack or camp-style hammock. By providing insulation under you and on the sides, the Underquilt provides a barrier to keep cold air out and warm air in.","<ul><li>Hammock-specific cut ensures excellent insulation for your hammock-camping needs; shape provides insulated fit but easy entrance and exit from hammock&nbsp;</li><li>An adjustable shockcord at each end speeds the setup, meaning less time shivering and more time enjoying nestled, toasty goodness&nbsp;</li><li>Universal fit works with all&nbsp;</li><li>ENO hammocks
Included nylon stuff sack for easy storage
Increase warmth by using in conjunction with any ENO Topquilt (sold separately)<br></li></ul>",,,,
Mystic_Dev,Mystic_Dev,Hammock_004,Yes,No,No,No,SleepingFoundation,SingleNest Hammock,60.0000,,,,,,"From a palm-lined beach to a backcountry campsite, the Eagles Nest Outfitters SingleNest Hammock is a dream come true for ultralight backpackers and lazy bums alike. This woven nylon hammock packs down to the size of a softball in its integrated stuff sack, and its triple-stitch construction helps it support up to 400 pounds. Carabiner clips on each end make for quick attaching to a hanging kit or other anchor.","<ul><li>Packing up to the size of a softball, backpackers, boaters and world travelers are sure to appreciate the travel-friendly versatility&nbsp;</li><li>High-strength, breathable woven nylon and triple interlocking stitching holds up to use and abuse&nbsp;</li><li>Lightweight aluminum wiregate carabiners can be clipped to any solid anchor points; compatible with most hammock suspension systems (suspension system sold separately)&nbsp;</li><li>Maximum capacity of 400 pounds
Built-in stuff sack inluded&nbsp;</li><li>Please note: ENO uses all fabric remnants in the production of their hammocks so the color combination of the hammock you receive may vary slightly from the picture</li></ul>",,,,
Mystic_Dev,Mystic_Dev,Hammock_003,Yes,No,No,No,SleepingFoundation,Roo Hammock,99.0000,,,,,,,,,,,
Mystic_Dev,Mystic_Dev,Hammock_002,Yes,No,No,Yes,SleepingFoundation,DoubleNest Hammock,70.0000,,,,,,"DoubleNest Hammock is light, compact, sets up fast and has lots of room for 2.","<ul><li>Features limited-edition colors and a PCTA woven label&nbsp;</li><li>Packing up to the size of a grapefruit, backpackers, world travelers and beach-goers are sure to appreciate the travel-friendly versatility&nbsp;</li><li>High-strength, breathable woven nylon and triple interlocking stitching holds up to use and abuse; nylon is quick to dry&nbsp;</li><li>Lightweight aluminum wiregate carabiners can be clipped to any solid anchor points; compatible with most hammock suspension systems (suspension system sold separately)&nbsp;</li><li>Comes with attached compression stuff sack for easy storage and great portability</li><li>&nbsp;Machine washable, just remove the carabiners&nbsp;</li><li>Compatible with most rain tarps and hammock bug nets<br></li></ul>",,"Features limited-edition colors and a PCTA woven label Packing up to the size of a grapefruit, backpackers, world travelers and beach-goers are sure to appreciate the travel-friendly versatility High-strength, breathable woven nylon and triple interlocking stitching holds up to use and abuse; nylon is quick to dry Lightweight aluminum wiregate carabiners can be clipped to any solid anchor points; compatible with most hammock suspension systems (suspension system sold separately) Comes with attached compression stuff sack for easy storage and great portability Machine washable, just remove the carabiners Compatible with most rain tarps and hammock bug nets",,doublenest-hammock
Mystic_Dev,Mystic_Dev,Hammock_001,Yes,No,No,Yes,SleepingFoundation,Quarter Dome Air Hammock,220.0000,,,,,,"A minimalist alternative to a tent, the Mystic Quarter Dome Air hammock packs light, sets up easy and provides a structured, open sleeping area up off the ground with a stowable bug net for protection.","<ul><li>Removable rainfly deploys quickly for effective coverage and uses 15-denier ripstop nylon that minimizes weight while retaining strength&nbsp;</li><li>Durable ripstop nylon offers lightweight, tear-resistant support&nbsp;</li><li>Permanently attached poles create a wide-open, sturdy structure&nbsp;</li><li>Canopy features a large entrance with bug-stopping mesh; flip the hammock over to hide the mesh and sleep net-free&nbsp;</li><li>Dacron anchor lines and secure clip system provide a lightweight yet strong connection between the hammock and the strap kit</li><li>Fly ridgeline attachment lines are outfitted with an aluminum hook for strength and convenience&nbsp;</li><li>4 loops located at the ceiling ridgeline provide a variety of storage options&nbsp;</li><li>Guylines at each of the 4 corners are outfitted with tension locks for quick and easy adjustments&nbsp;</li><li>Interior and exterior mesh side pockets are sized to hold a 32 fl. oz. Nalgene bottle&nbsp;</li><li>Tension lines create a flat and stable platform for a comfortable sleeping experience<br></li></ul>",,"Removable rainfly deploys quickly for effective coverage and uses 15-denier ripstop nylon that minimizes weight while retaining strength Durable ripstop nylon offers lightweight, tear-resistant support Permanently attached poles create a wide-open, sturdy structure Canopy features a large entrance with bug-stopping mesh; flip the hammock over to hide the mesh and sleep net-free Dacron anchor lines and secure clip system provide a lightweight yet strong connection between the hammock and the strap kitFly ridgeline attachment lines are outfitted with an aluminum hook for strength and convenience 4 loops located at the ceiling ridgeline provide a variety of storage options Guylines at each of the 4 corners are outfitted with tension locks for quick and easy adjustments Interior and exterior mesh side pockets are sized to hold a 32 fl. oz. Nalgene bottle Tension lines create a flat and stable platform for a comfortable sleeping experience",,quarter-dome-air-hammock
Mystic_Dev,Mystic_Dev,HKFT_028,Yes,No,No,Yes,157,Perpetua Low WP - Women's,80.0000,,,,,,"The Penrith Low is a great choice for light hiking, walking or casual wear.","•	Waterproof, breathable upper&nbsp;<div>•	Steel shank for stability&nbsp;</div><div>•	Multi-Directional Traction (MDT) rubber outsole for long wear and sure footing&nbsp;</div><div>•	Suede/mesh upper provides support and durability&nbsp;</div><div>•	Removable EVA sockliner for added cushioning
</div>",,"•	Waterproof, breathable upper •	Steel shank for stability •	Multi-Directional Traction (MDT) rubber outsole for long wear and sure footing •	Suede/mesh upper provides support and durability •	Removable EVA sockliner for added cushioning",,perpetua-low-wp-women-s
Mystic_Dev,Mystic_Dev,HKFT_027,Yes,No,No,Yes,157,Yuma WP Hiking Boots - Women's,210.0000,,,,,,"The Asolo Yuma WP women's hiking boots boast an Asolo Natural Shape design, offering a superb fit along with all-day hiking support and protection.","•	Suede leather uppers deliver durable flexibility and support&nbsp;<div>•	Waterproof, breathable membranes keep moisture out so feet stay dry; nylon linings wick away moisture and dry quickly for lasting comfort&nbsp;</div><div>•	Gusseted scree tongues and padded ankle cuffs add protective comfort at ankles; rubber toe bumpers protect against impact and abrasion&nbsp;</div><div>•	Lightweight molded EVA midsoles provide cushioning comfort and shock absorption&nbsp;</div><div>•	Thermoplastic urethane shanks supply torsional rigidity and support&nbsp;</div><div>•	Low-profile Vibram® Natural Shape rubber outsoles deliver traction for hiking over mixed terrain
</div>",,"•	Suede leather uppers deliver durable flexibility and support •	Waterproof, breathable membranes keep moisture out so feet stay dry; nylon linings wick away moisture and dry quickly for lasting comfort •	Gusseted scree tongues and padded ankle cuffs add protective comfort at ankles; rubber toe bumpers protect against impact and abrasion •	Lightweight molded EVA midsoles provide cushioning comfort and shock absorption •	Thermoplastic urethane shanks supply torsional rigidity and support •	Low-profile Vibram® Natural Shape rubber outsoles deliver traction for hiking over mixed terrain",,yuma-wp-hiking-boots-women-s
